component_id,repo,primary_category,categories,component_kind,capability,name,normalized_name,path,extension,lines,exports,imports,dependency_roots,framework,package_manager,confidence,reuse_score,extraction_status,ai_scaffold_recommended,process_relevance,automation_relevance,logic_relevance,description,evidence,file_hash
f8b03ccf08d8913caa57a095,mbarbine__PH3AR-WEBBY,observability,observability,observability-module,observability,verify_watch_this_real,verify-watch-this-real,verify_watch_this_real.py,.py,48,run,"playwright.sync_api,time","playwright.sync_api,time",svelte,bun,80,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:run | imports:playwright.sync_api, time | observability-score:55",30d878a5f0bead6b
9d70da5071e2d37f3a71a80e,mbarbine__PH3AR-WEBBY,observability,observability,observability-module,observability,code-review,code-review,code-review.cjs,.cjs,3,,assert,assert,svelte,bun,60,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",imports:assert | observability-score:55,ff944f2f08d00d05
43b6c14f22828b17e391025a,mbarbine__PH3AR-WEBBY,observability,"observability,process",observability-module,observability,performance.spec,performance,tests/performance.spec.js,.js,18,,@playwright/test,@playwright/test,svelte,bun,75,55,catalog-only,True,secondary,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",imports:@playwright/test | observability-score:55 | process-score:45,c20c41ebe653024c
4a27072d33f2b6a1dcbf6192,mbarbine__PH3AR-WEBBY,observability,"observability,security",observability-module,discovery,test,test,tests/test.js,.js,205,,@playwright/test,@playwright/test,svelte,bun,75,50,catalog-only,True,none,none,none,"Observability component for discovery; review for shared tracing, logging, health, or telemetry helper.",imports:@playwright/test | observability-score:55 | security-score:55,7fd202100897e10a
3e0bf294598f7026a30d3ec6,mbarbine__PH3AR-WEBBY,observability,"observability,security,automation",observability-module,observability,benchmark.test,benchmark,src/benchmark.test.js,.js,105,,"./routes/api/getMediaDetails/+server.ts,perf_hooks,vitest","perf_hooks,vitest",svelte,bun,75,50,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:./routes/api/getMediaDetails/+server.ts, perf_hooks, vitest | observability-score:55 | security-score:55 | automation-score:45 | uses-env | model-provider",bdf5a655e8df71ab
1de918ecae4cb3d4ccac49b1,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,smack_my_bitch_up,smack-my-bitch-up,nodejs/smack_my_bitch_up.js,.js,56,,"child_process,twilio","child_process,twilio",unknown,unknown,75,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:child_process, twilio | observability-score:55 | security-score:55 | ai-score:45 | uses-env",23cc594637c92b61
833166017b0337c0b12217eb,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,hangover,hangover,nodejs/hangover.js,.js,57,,"child_process,twilio","child_process,twilio",unknown,unknown,75,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:child_process, twilio | observability-score:55 | security-score:55 | ai-score:45 | uses-env",328fcd8b67854685
679aafb45c4703795f08397b,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,hangover,hangover,go/hangover.go,.go,47,,,,go,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55 | ai-score:45,e06925acc7147894
5fa4b41b9657266b04d56879,mbarbine__Scripts,observability,observability,observability-module,observability,hackerutils,hackerutils,python3/hackerutils.py,.py,23,"get_dotenv,get_log_path,sh","dotenv,pathlib,subprocess","dotenv,pathlib,subprocess",python,unknown,80,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:get_dotenv, get_log_path, sh | imports:dotenv, pathlib, subprocess | observability-score:55",30507e30c9616824
01c478bd37e1cb91b02603e2,mbarbine__Scripts,observability,"observability,security",observability-module,observability,kumar_asshole,kumar-asshole,python3/kumar_asshole.py,.py,44,"main,send_reply","gmail,hackerutils,re,yagmail","gmail,hackerutils,re,yagmail",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:main, send_reply | imports:gmail, hackerutils, re, yagmail | observability-score:55 | security-score:55",87fbc5d6eaef0241
0677be4ca8fffbd35e7d354f,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,smack_my_bitch_up,smack-my-bitch-up,python3/smack_my_bitch_up.py,.py,51,main,"hackerutils,random,twilio,twilio.rest","hackerutils,random,twilio,twilio.rest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:main | imports:hackerutils, random, twilio, twilio.rest | observability-score:55 | security-score:55 | ai-score:45",19c6237a7fd79e60
f4ecad01d087def7bb914b6f,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,hangover,hangover,python3/hangover.py,.py,52,main,"hackerutils,random,twilio,twilio.rest","hackerutils,random,twilio,twilio.rest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:main | imports:hackerutils, random, twilio, twilio.rest | observability-score:55 | security-score:55 | ai-score:45",043bce7c53583b68
c1e23622f2dd2d6d137ef5a5,mbarbine__Scripts,observability,"observability,security,automation,ai",observability-module,observability,fabfile,fabfile,SORT/OpsClick_website/fabfile.py,.py,685,"_print,all,apt,backup,create,db_pass,deploy,get_templates,install,log_call,manage,pip,postgres,print_command,project,psql,python,remove,restart,restore,rollback,rsync_upload,run,secure,static,sudo,update_changed_requirements,upload_template_and_reload,vcs_upload,virtualenv","
                ,__future__,contextlib,fabric.api,fabric.colors,fabric.context_managers,fabric.contrib.console,fabric.contrib.files,fabric.contrib.project,fabric.decorators,functools,future.builtins,getpass,glob,importlib,mezzanine.utils.conf,os,posixpath,re,sys","
                ,__future__,contextlib,fabric.api,fabric.colors,fabric.context_managers,fabric.contrib.console,fabric.contrib.files,fabric.contrib.project,fabric.decorators,functools,future.builtins,getpass,glob,importlib,mezzanine.utils.conf,os,posixpath,re,sys",python,unknown,90,40,site-specific-or-low-confidence,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:_print, all, apt, backup, create, db_pass, deploy, get_templates | imports:
                , __future__, contextlib, fabric.api, fabric.colors, fabric.context_managers, fabric.contrib.console, fabric.contrib.files | observability-score:55 | security-score:55 | automation-score:45 | ai-score:45 | cron-or-schedule",63060290aa4a2092
c5b09f8d56d8bd992f8aba08,mbarbine__Scripts,observability,"observability,security,automation,ai",observability-module,observability,settings,settings,SORT/OpsClick_website/opsclick/settings.py,.py,376,,"__future__,django,django.utils.translation,imp,mezzanine.utils.conf,os,sys","__future__,django,django.utils.translation,imp,mezzanine.utils.conf,os,sys",python,unknown,75,50,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:__future__, django, django.utils.translation, imp, mezzanine.utils.conf, os, sys | observability-score:55 | security-score:55 | automation-score:45 | ai-score:45 | cron-or-schedule",dc850b94c3e5f75e
3aee72accecada231a7a1e6d,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,urls,urls,SORT/OpsClick_website/opsclick/urls.py,.py,59,,"__future__,django.conf.urls,django.conf.urls.i18n,django.contrib,django.views.i18n,mezzanine.conf,mezzanine.core.views,sitemaps,views","__future__,django.conf.urls,django.conf.urls.i18n,django.contrib,django.views.i18n,mezzanine.conf,mezzanine.core.views,sitemaps,views",python,unknown,75,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:__future__, django.conf.urls, django.conf.urls.i18n, django.contrib, django.views.i18n, mezzanine.conf, mezzanine.core.views, sitemaps | observability-score:55 | security-score:55 | ai-score:45",5da836fdea6902c1
c8b71e358896d57fb1b3566c,mbarbine__Scripts,observability,"observability,discovery,ai",observability-module,observability,sitemaps,sitemaps,SORT/OpsClick_website/opsclick/sitemaps.py,.py,23,"BlogSitemap,StaticPagesSitemap","django.contrib.sitemaps,django.core.urlresolvers,mezzanine.blog.models","django.contrib.sitemaps,django.core.urlresolvers,mezzanine.blog.models",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:BlogSitemap, StaticPagesSitemap | imports:django.contrib.sitemaps, django.core.urlresolvers, mezzanine.blog.models | observability-score:55 | discovery-score:55 | ai-score:45",68220e316e549b35
f32ae7a29f2cd8765c6b252b,mbarbine__Scripts,observability,"observability,security,ai",observability-module,logic,views,views,SORT/OpsClick_website/opsclick/views.py,.py,108,"parse_request,platform,submit_resume,verify_webinar,webinar_sign_up","base64,django.conf,django.core.mail,django.http,django.shortcuts,django.utils.encoding,django.views.decorators.csrf,hashlib,mimetypes,os,sign_up.models,wsgiref.util","base64,django.conf,django.core.mail,django.http,django.shortcuts,django.utils.encoding,django.views.decorators.csrf,hashlib,mimetypes,os,sign_up.models,wsgiref.util",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for logic; review for shared tracing, logging, health, or telemetry helper.","exports:parse_request, platform, submit_resume, verify_webinar, webinar_sign_up | imports:base64, django.conf, django.core.mail, django.http, django.shortcuts, django.utils.encoding, django.views.decorators.csrf, hashlib | observability-score:55 | security-score:55 | ai-score:45",584ad89c6bbd88dc
8867770ae0d57c669843bd3a,mbarbine__Scripts,observability,observability,observability-module,analytics,fusion_map,fusion-map,SORT/OpsClick_website/static/js/fusion_map.js,.js,100,,,,unknown,unknown,55,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for analytics; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,8cb7c8927c7b1f46
2d4d7d8931a05f508ba08f5e,mbarbine__Scripts,observability,observability,observability-module,observability,opsclick,opsclick,SORT/OpsClick_website/static/js/opsclick.js,.js,42,,,,unknown,unknown,55,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,ae9222d63f9009c2
ced3937e2b315487993dceb1,mbarbine__Scripts,observability,observability,observability-module,observability,urls,urls,SORT/OpsClick_BE_Pricing/cloud_pricing/urls.py,.py,23,,"django.conf.urls,django.contrib,views","django.conf.urls,django.contrib,views",python,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:django.conf.urls, django.contrib, views | observability-score:55",831f6bcd7cd0943e
4656aa0e925d9ed8368d6aa5,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,importFiles,import-files,SORT/OpsClick_UI/importFiles.js,.js,179,,,,unknown,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55 | ai-score:45,8443485edbcf7909
bb00c3ba57795944fbefd2b0,mbarbine__Scripts,observability,observability,observability-module,observability,gulpfile.babel,gulpfile-babel,SORT/OpsClick_UI/gulpfile.babel.js,.js,175,,"./browserify.config,browser-sync,browserify,connect-history-api-fallback,del,exorcist,gulp,gulp-load-plugins,gulp-ng-annotate,gulp-uglify,mkdirp,vinyl-buffer,vinyl-source-stream,watchify","browser-sync,browserify,connect-history-api-fallback,del,exorcist,gulp,gulp-load-plugins,gulp-ng-annotate,gulp-uglify,mkdirp,vinyl-buffer,vinyl-source-stream,watchify",unknown,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:./browserify.config, browser-sync, browserify, connect-history-api-fallback, del, exorcist, gulp, gulp-load-plugins | observability-score:55",fc55bedc783caf53
f8bb4162cca360e871f800f4,mbarbine__Scripts,observability,"observability,security,automation,ai",observability-module,observability,karma.conf,karma-conf,SORT/OpsClick_UI/karma.conf.js,.js,255,,,,unknown,unknown,65,50,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55 | automation-score:45 | ai-score:45,796a6e626a113a1c
a93cce7566f8c3df0d38aeff,mbarbine__Scripts,observability,observability,observability-module,observability,app,app,SORT/OpsClick_UI/app.js,.js,72,,"./routes/about,./routes/browser,./routes/index,body-parser,cookie-parser,express,morgan,path,serve-favicon","body-parser,cookie-parser,express,morgan,path,serve-favicon",unknown,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:./routes/about, ./routes/browser, ./routes/index, body-parser, cookie-parser, express, morgan, path | observability-score:55",a02ebe6488755835
4ade16f77efe4c5aaa3f47b8,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,karma.conf,karma-conf,SORT/OpsClick_UI/public/karma.conf.js,.js,79,,,,unknown,unknown,65,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55 | automation-score:45,f857d8b46eac651d
79e75bfce393f0f710b694b0,mbarbine__Scripts,observability,"observability,security",observability-module,observability,app,app,SORT/OpsClick_UI/public/app/app.js,.js,68,,,,next-react,unknown,75,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,106c891259f845ad
45541ac5a4dcfbcd0902b870,mbarbine__Scripts,observability,"observability,security",observability-module,observability,admin-nav.directive,admin-nav-directive,SORT/OpsClick_UI/public/app/modules/administration/directives/admin-nav/admin-nav.directive.js,.js,29,,,,next-react,unknown,75,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,8c8926d08d6bbc3c
8c7e4a557ed8f0570a449ef2,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,cell,cell,SORT/OpsClick_UI/public/app/modules/jobs/directives/cell.js,.js,64,Cell,,,next-react,unknown,90,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:Cell | observability-score:55 | security-score:55 | automation-score:50,60866285476b8432
327475c79e3f86987734f410,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,router,router,SORT/OpsClick_UI/public/app/modules/jobs/config/router.js,.js,59,Configuration,,,next-react,unknown,90,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:Configuration | observability-score:55 | security-score:55 | automation-score:50,717f8bcbfa9d97c6
02fad2e3e6c8dbc226ba94ce,mbarbine__Scripts,observability,observability,observability-module,observability,intellisenseResult.directive,intellisense-result-directive,SORT/OpsClick_UI/public/app/modules/grid/directives/intellisenseResult.directive.js,.js,45,,,,next-react,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,b54b46ddfb4778c6
3eda51a6674c91140a0dcae0,mbarbine__Scripts,observability,"observability,security",observability-module,observability,cell.directive,cell-directive,SORT/OpsClick_UI/public/app/modules/grid/directives/cell.directive.js,.js,42,Cell,,,next-react,unknown,90,55,catalog-only,False,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:Cell | observability-score:55 | security-score:55,8ed86923b33686f0
548a2151843ce61918ee2637,mbarbine__Scripts,observability,observability,observability-module,observability,html5,html5,SORT/OpsClick_UI/public/app/assets/js/html5.js,.js,8,,,,next-react,unknown,60,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,8c7a9c0470563367
0edc78a7da3f0f9f8d9a8d72,mbarbine__Scripts,observability,observability,observability-module,observability,functions,functions,SORT/OpsClick_UI/public/app/assets/js/functions.js,.js,112,,,,next-react,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,758f42fe761be2fa
52949428c8718ac9ddd4ef17,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,jquery.mCustomScrollbar,jquery-m-custom-scrollbar,SORT/OpsClick_UI/public/app/assets/js/jquery.mCustomScrollbar.js,.js,2099,,,,next-react,unknown,75,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,a221ad594387370a
215205cc059a9046c87b1819,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,md-data-table.min,md-data-table-min,SORT/OpsClick_UI/public/js/md-data-table.min.js,.js,1,,,,unknown,unknown,60,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55 | ai-score:45,5d5ddde70dafe3f7
133cb66137071a9ca0b20d22,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,ui-grid.min,ui-grid-min,SORT/OpsClick_UI/public/js/ui-grid.min.js,.js,14,B,,,unknown,unknown,80,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:B | observability-score:55 | security-score:55 | ai-score:45,ae14f515c2eb0df4
d5889d93a67bd22c2629e947,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,outdatedbrowser.min,outdatedbrowser-min,SORT/OpsClick_UI/static/about/js/outdatedbrowser.min.js,.js,8,,,,unknown,unknown,60,50,catalog-only,False,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,b8af39f942dfc8e7
3f6d2343e1c63889d297fb40,mbarbine__Scripts,observability,observability,observability-module,observability,html5,html5,SORT/OpsClick_UI/static/about/js/html5.js,.js,8,,,,unknown,unknown,50,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,8c7a9c0470563367
11d2c42ef7f03add00bfe1a2,mbarbine__Scripts,observability,"observability,security",observability-module,analytics,jquery.onepage-scroll,jquery-onepage-scroll,SORT/OpsClick_UI/static/about/js/jquery.onepage-scroll.js,.js,426,,,,unknown,unknown,65,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for analytics; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,c7397ee5c13a2c6f
9d32749ee38421301786ed76,mbarbine__Scripts,observability,"observability,security",observability-module,observability,bootstrap,bootstrap,SORT/OpsClick_UI/static/about/js/bootstrap.js,.js,360,Plugin,,,unknown,unknown,80,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:Plugin | observability-score:55 | security-score:55,fede36bdfcba4b63
d1c10132cf6d6977245ef2d8,mbarbine__Scripts,observability,observability,observability-module,observability,main,main,SORT/OpsClick_UI/static/about/js/main.js,.js,586,,,,unknown,unknown,55,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,d951e6829873efdb
9e8a6865a53014555a6c2bce,mbarbine__Scripts,observability,"observability,security",observability-module,observability,jquery.flexslider-min,jquery-flexslider-min,SORT/OpsClick_UI/static/about/js/jquery.flexslider-min.js,.js,5,,,,next-react,unknown,60,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,af44c83f737c501b
3643cb468e5a8e09662eb6ca,mbarbine__Scripts,observability,observability,observability-module,observability,contact,contact,SORT/OpsClick_UI/static/about/js/contact.js,.js,116,,,,unknown,unknown,55,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55,0393759daf5339be
435b038c4b5d7855b362cdf9,mbarbine__Scripts,observability,"observability,security",observability-module,observability,jquery.panelSnap,jquery-panel-snap,SORT/OpsClick_UI/static/about/js/jquery.panelSnap.js,.js,837,F,,,unknown,unknown,80,35,site-specific-or-low-confidence,False,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:F | observability-score:55 | security-score:55,a66c8dfdd2061cb3
c62fb885aa383d9e5e6ee872,mbarbine__Scripts,observability,"observability,security",observability-module,observability,app,app,SORT/OpsClick_UI/src/js/app.js,.js,400,,"./components/feature-request,./components/grid-job-cell,./components/input-field,./components/job-box,./components/navigation-user-menu,./components/selectbox,./components/spinner,./controllers/admin,./controllers/app-controller,./controllers/apps-block,./controllers/apps-product,./controllers/apps-stack,./controllers/apps-store,./controllers/asset-list-content,./controllers/config,./controllers/dashboard,./controllers/dashboard-left-sidebar,./controllers/dashboard-toolbar,./controllers/forgot-password,./controllers/integration,./controllers/job-details,./controllers/job-details-header,./controllers/job-list-content,./controllers/job-list-header,./controllers/login-header,./controllers/main-header,./controllers/myapps,./controllers/recover-password,./controllers/signup,./factories/menu-factory,./filters/cut-text,./filters/to-array,./interceptors/auth-interceptor,./templates/admin,./templates/apps-store,./templates/assets,./templates/assets-list-content,./templates/config,./templates/dashboard,./templates/dashboard-left-sidebar,./templates/dashboard-toolbar,./templates/forgot-password,./templates/integration,./templates/job-details,./templates/job-details-header,./templates/jobs,./templates/jobs-list-content,./templates/jobs-list-header,./templates/login-header,./templates/main-header,./templates/myapps,./templates/recover-password,./templates/signup,./vendor/ui-grid.min,angular,angular-bootstrap,angular-cookies,angular-material,angular-resource,angular-sanitize,angular-ui-router,jquery,ng-file-upload","angular,angular-bootstrap,angular-cookies,angular-material,angular-resource,angular-sanitize,angular-ui-router,jquery,ng-file-upload",unknown,unknown,75,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:./components/feature-request, ./components/grid-job-cell, ./components/input-field, ./components/job-box, ./components/navigation-user-menu, ./components/selectbox, ./components/spinner, ./controllers/admin | observability-score:55 | security-score:55",c2acb2d36f4f622f
b9e179426137aef42c91221d,mbarbine__Scripts,observability,"observability,security",observability-module,observability,auth-interceptor,auth-interceptor,SORT/OpsClick_UI/src/js/interceptors/auth-interceptor.js,.js,30,,,,unknown,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | security-score:55,45e4bba5da32cce9
b9fcedba272a28fbc7c4fa1c,mbarbine__Scripts,observability,"observability,security",observability-module,observability,auth-constants,auth-constants,SORT/OpsClick_UI/src/js/constants/auth-constants.js,.js,21,,lodash,lodash,unknown,unknown,75,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",imports:lodash | observability-score:55 | security-score:55,5e08fe0ae873173b
bd030699c2862c152bb9735e,mbarbine__Scripts,observability,"observability,security",observability-module,observability,navigation-user-menu,navigation-user-menu,SORT/OpsClick_UI/src/js/components/navigation-user-menu.js,.js,96,,"../actions/alert-actions,../actions/auth-actions,../stores/auth-store,lodash",lodash,unknown,unknown,85,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:../actions/alert-actions, ../actions/auth-actions, ../stores/auth-store, lodash | observability-score:55 | security-score:55",66ed5ed5e7624cc5
907897253c6ff2928f4b18ab,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,grid-job-cell,grid-job-cell,SORT/OpsClick_UI/src/js/components/grid-job-cell.js,.js,83,GridJobCell,"../stores/job-store,jquery,lodash","jquery,lodash",unknown,unknown,100,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:GridJobCell | imports:../stores/job-store, jquery, lodash | observability-score:55 | security-score:55 | automation-score:50",74d0df11f67db0a5
a15bb236f3118dac04cea5c2,mbarbine__Scripts,observability,"observability,automation",observability-module,observability,job-box,job-box,SORT/OpsClick_UI/src/js/components/job-box.js,.js,69,JobBox,lodash,lodash,unknown,unknown,100,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",exports:JobBox | imports:lodash | observability-score:55 | automation-score:50,893f17ef4215efd7
